date,temperature_max,temperature_min,precipitation_mm
2023-06-15,28.1,24.2,0.0
2023-06-16,30.6,24.8,0.1
2023-06-17,30.2,25.7,0.0
2023-06-18,29.6,25.8,0.0
2023-06-19,30.5,25.6,0.0
2023-06-20,28.6,25.6,0.0
2023-06-21,28.7,25.2,0.0
2023-06-22,29.2,25.2,0.1
2023-06-23,29.9,26.4,0.0
2023-06-24,28.7,26.2,0.0
2023-06-25,28.4,25.3,0.0
2023-06-26,28.4,24.8,0.0
2023-06-27,28.6,25.0,0.0
2023-06-28,28.9,24.4,0.0
2023-06-29,31.8,24.9,0.0
2023-06-30,32.5,25.5,0.0
2023-07-01,29.4,26.1,0.5
2023-07-02,31.6,25.9,0.1
2023-07-03,31.0,26.4,0.0
2023-07-04,33.2,26.6,0.0
2023-07-05,30.8,26.8,0.0
2023-07-06,31.0,25.9,0.0
2023-07-07,32.6,26.1,0.3
2023-07-08,31.3,26.5,0.0
2023-07-09,30.7,25.9,0.0
2023-07-10,31.4,24.0,0.0
2023-07-11,31.0,26.4,0.2
2023-07-12,31.4,26.0,4.0
2023-07-13,32.3,26.6,0.0
2023-07-14,32.0,27.3,0.0
2023-07-15,31.7,26.5,2.0
2023-07-16,30.3,26.5,5.5
2023-07-17,30.0,26.3,0.9
2023-07-18,30.5,25.9,10.4
2023-07-19,29.8,25.6,0.8
2023-07-20,29.1,25.5,1.4
2023-07-21,30.3,26.7,0.0
2023-07-22,30.6,26.2,0.0
2023-07-23,31.1,25.5,0.0
2023-07-24,28.9,23.3,27.3
2023-07-25,29.3,24.5,12.4
2023-07-26,31.1,25.5,0.2
2023-07-27,30.6,26.8,0.2
2023-07-28,30.6,26.2,0.0
2023-07-29,30.6,25.5,8.2
2023-07-30,29.3,26.1,0.9
2023-07-31,29.1,26.1,3.3
2023-08-01,29.7,26.0,1.0
2023-08-02,29.7,26.7,0.0
2023-08-03,29.7,26.0,2.7
2023-08-04,30.2,26.7,0.1
2023-08-05,30.6,26.9,0.1
2023-08-06,31.5,26.7,0.8
2023-08-07,29.0,27.0,1.7
2023-08-08,29.3,25.7,0.2
2023-08-09,30.0,25.5,0.0
2023-08-10,30.2,26.2,0.0
2023-08-11,32.1,26.7,0.1
2023-08-12,30.4,25.2,6.9
2023-08-13,30.7,25.3,1.9
2023-08-14,30.5,26.5,4.5
2023-08-15,30.2,27.3,4.5
2023-08-16,28.4,24.7,30.5
2023-08-17,29.0,25.3,22.2
2023-08-18,29.1,26.5,0.9
2023-08-19,28.0,26.1,11.6
2023-08-20,29.3,25.2,8.3
2023-08-21,29.9,25.9,2.3
2023-08-22,29.9,26.8,0.7
2023-08-23,29.9,26.3,0.0
2023-08-24,30.2,26.0,0.1
2023-08-25,28.9,24.6,4.3
2023-08-26,29.6,24.7,0.3
2023-08-27,30.8,26.7,0.1
2023-08-28,30.5,26.1,16.7
2023-08-29,28.6,24.1,76.9
2023-08-30,28.4,25.3,18.8
2023-08-31,28.9,24.9,14.3
2023-09-01,29.6,26.9,0.5
2023-09-02,30.1,26.3,6.1
2023-09-03,31.0,26.8,0.0
2023-09-04,30.6,27.1,0.1
2023-09-05,29.1,24.7,19.2
2023-09-06,29.3,25.7,0.7
2023-09-07,29.8,26.3,0.5
2023-09-08,28.6,24.5,20.8
2023-09-09,30.3,26.9,0.0
2023-09-10,30.7,25.0,7.8
2023-09-11,29.9,25.6,7.5
2023-09-12,28.9,24.0,35.2
2023-09-13,29.5,25.3,0.0
2023-09-14,30.4,27.4,0.0
2023-09-15,30.2,27.2,0.0
2023-09-16,29.7,27.3,0.1
2023-09-17,28.9,26.4,4.5
2023-09-18,29.9,24.3,17.0
2023-09-19,29.9,24.8,0.0
2023-09-20,29.1,25.6,1.3
2023-09-21,30.3,25.2,1.9
2023-09-22,30.5,27.5,0.2
2023-09-23,29.8,26.5,5.1
2023-09-24,31.4,26.0,0.0
2023-09-25,30.3,27.4,0.0
2023-09-26,30.4,26.7,0.0
2023-09-27,30.4,27.0,0.0
2023-09-28,30.5,26.9,0.0
2023-09-29,31.4,26.1,0.0
2023-09-30,31.2,25.9,0.0
2023-10-01,30.5,25.3,0.0
2023-10-02,31.5,26.8,0.0
2023-10-03,30.9,26.6,0.0
2023-10-04,30.6,27.5,0.0
2023-10-05,31.4,26.5,0.0
2023-10-06,31.3,26.8,2.1
2023-10-07,32.2,26.4,8.8
2023-10-08,31.4,25.2,2.5
2023-10-09,31.5,26.3,0.0
2023-10-10,30.4,27.2,0.0
2023-10-11,31.4,26.6,0.0
2023-10-12,32.1,27.5,0.0
2023-10-13,30.8,27.0,1.1
2023-10-14,31.9,26.3,0.0
2023-10-15,31.7,27.7,0.0
2023-10-16,32.9,27.2,0.0
2023-10-17,31.6,26.4,0.0
2023-10-18,31.1,25.2,0.0
2023-10-19,31.8,28.0,0.0
2023-10-20,31.7,28.4,0.0
2023-10-21,30.6,27.1,0.0
2023-10-22,30.5,26.6,0.0
2023-10-23,30.2,26.7,0.0
2023-10-24,30.3,26.7,0.0
2023-10-25,31.4,27.2,0.0
2023-10-26,34.3,27.3,0.0
2023-10-27,33.4,26.6,0.0
2023-10-28,30.3,25.8,0.0
2023-10-29,30.3,24.6,0.0
2023-10-30,30.5,25.7,0.0
2023-10-31,30.4,26.6,0.0
2023-11-01,32.2,27.2,0.0
2023-11-02,32.2,26.6,0.0
2023-11-03,32.5,25.0,0.0
2023-11-04,31.8,24.6,0.0
2023-11-05,31.8,23.7,0.0
2023-11-06,32.5,25.0,0.0
2023-11-07,31.5,27.1,0.0
2023-11-08,28.8,26.0,0.0
2023-11-09,29.4,24.2,0.0
2023-11-10,30.2,24.4,0.0
2023-11-11,31.9,23.1,0.0
2023-11-12,31.5,22.6,0.0
2023-11-13,30.7,24.5,0.0
2023-11-14,31.3,25.2,0.0
2023-11-15,34.0,22.8,0.0
2023-11-16,33.9,23.6,0.0
2023-11-17,34.0,24.4,0.0
2023-11-18,31.8,23.9,0.0
2023-11-19,31.1,23.7,0.0
2023-11-20,30.2,23.3,0.0
2023-11-21,30.5,26.5,0.0
2023-11-22,32.5,25.9,0.0
2023-11-23,30.6,25.0,0.0
2023-11-24,29.4,25.2,0.0
2023-11-25,28.5,24.7,0.0
2023-11-26,29.3,22.9,0.0
2023-11-27,30.6,22.9,0.0
2023-11-28,29.3,21.0,0.0
2023-11-29,31.4,23.9,0.0
2023-11-30,32.1,23.3,0.0
2023-12-01,29.6,24.6,0.0
2023-12-02,29.5,25.0,0.0
2023-12-03,29.3,24.9,0.0
2023-12-04,29.2,24.4,0.0
2023-12-05,27.2,24.1,0.0
2023-12-06,30.0,23.2,0.0
2023-12-07,31.6,23.7,0.0
2023-12-08,29.7,23.7,0.0
2023-12-09,36.6,23.6,0.0
2023-12-10,32.6,23.7,0.0
2023-12-11,31.9,22.4,0.0
2023-12-12,32.0,22.1,0.0
2023-12-13,31.1,22.9,0.0
2023-12-14,33.7,22.6,0.0
2023-12-15,32.2,21.7,0.0
2023-12-16,31.9,22.1,0.0
2023-12-17,30.9,21.0,0.0
2023-12-18,30.2,21.1,0.0
2023-12-19,28.2,20.4,0.0
2023-12-20,26.8,18.1,0.0
2023-12-21,26.8,18.5,0.0
2023-12-22,26.1,17.9,0.0
2023-12-23,27.3,18.6,0.0
2023-12-24,28.7,21.0,0.0
2023-12-25,28.6,22.0,0.0
2023-12-26,28.9,22.6,0.0
2023-12-27,29.5,22.8,0.0
2023-12-28,30.3,23.4,0.0
2023-12-29,35.2,22.5,0.0
2023-12-30,35.0,20.9,0.0
2023-12-31,30.6,22.2,0.0
2024-01-01,28.7,22.0,0.0
2024-01-02,29.3,22.3,0.0
2024-01-03,29.1,22.1,0.0
2024-01-04,29.5,21.7,0.0
2024-01-05,30.7,21.9,0.0
2024-01-06,34.3,22.0,0.0
2024-01-07,33.5,20.0,0.0
2024-01-08,29.8,21.1,0.0
2024-01-09,28.4,21.6,0.0
2024-01-10,27.6,21.4,0.0
2024-01-11,27.5,20.8,0.0
2024-01-12,27.6,21.7,0.0
2024-01-13,29.0,22.4,0.0
2024-01-14,35.3,23.0,0.0
2024-01-15,33.2,21.6,0.0
2024-01-16,33.5,21.4,0.0
2024-01-17,29.8,20.8,0.0
2024-01-18,28.0,21.7,0.0
2024-01-19,25.4,22.2,0.0
2024-01-20,25.6,21.5,0.0
2024-01-21,26.0,21.3,0.0
2024-01-22,31.5,22.7,0.0
2024-01-23,32.0,23.4,0.0
2024-01-24,31.2,22.1,0.0
2024-01-25,32.5,20.8,0.0
2024-01-26,33.1,21.3,0.0
2024-01-27,32.4,21.2,0.0
2024-01-28,31.1,21.1,0.0
2024-01-29,29.9,20.4,0.0
2024-01-30,31.0,20.4,0.0
2024-01-31,32.6,20.5,0.0
2024-02-01,32.9,22.6,0.0
2024-02-02,33.0,22.2,0.0
2024-02-03,34.1,21.6,0.0
2024-02-04,32.1,20.8,0.0
2024-02-05,33.5,20.7,0.0
2024-02-06,35.6,21.6,0.0
2024-02-07,36.6,23.5,0.0
2024-02-08,34.1,23.0,0.0
2024-02-09,30.6,22.3,0.0
2024-02-10,28.2,22.0,0.0
2024-02-11,28.9,20.9,0.0
2024-02-12,30.2,21.3,0.0
2024-02-13,28.8,21.5,0.0
2024-02-14,27.0,22.1,0.0
2024-02-15,27.2,22.2,0.0
2024-02-16,29.8,22.8,0.0
2024-02-17,34.6,23.1,0.0
2024-02-18,32.7,23.0,0.0
2024-02-19,38.7,22.7,0.0
2024-02-20,32.6,23.7,0.0
2024-02-21,30.7,22.1,0.0
2024-02-22,32.1,22.3,0.0
2024-02-23,30.6,22.4,0.0
2024-02-24,27.9,21.6,0.0
2024-02-25,27.7,20.3,0.0
2024-02-26,27.6,20.1,0.0
2024-02-27,26.7,20.3,0.0
2024-02-28,27.4,19.9,0.0
2024-02-29,26.0,20.7,0.0
2024-03-01,26.2,20.3,0.0
2024-03-02,25.7,20.4,0.0
2024-03-03,25.6,20.1,0.0
2024-03-04,27.1,20.0,0.0
2024-03-05,27.0,19.9,0.0
2024-03-06,25.7,19.2,0.0
2024-03-07,24.2,19.6,0.0
2024-03-08,24.2,19.4,0.0
2024-03-09,24.5,19.9,0.0
2024-03-10,25.3,19.6,0.0
2024-03-11,25.6,19.3,0.0
2024-03-12,26.0,18.8,0.0
2024-03-13,25.1,19.4,0.0
2024-03-14,25.5,18.8,0.0
2024-03-15,29.2,19.7,0.0
2024-03-16,28.8,20.8,0.0
2024-03-17,29.9,21.0,0.0
2024-03-18,26.1,20.4,0.0
2024-03-19,25.2,19.3,0.0
2024-03-20,24.9,19.1,0.0
2024-03-21,26.5,19.8,0.0
2024-03-22,24.3,20.0,0.0
2024-03-23,22.5,18.9,0.0
2024-03-24,23.9,18.8,0.0
2024-03-25,23.1,18.5,0.0
2024-03-26,23.7,18.6,0.0
2024-03-27,24.5,19.0,0.0
2024-03-28,24.8,18.9,0.0
2024-03-29,22.8,18.9,0.0
2024-03-30,22.9,18.5,0.0
2024-03-31,23.8,18.4,0.0
2024-04-01,25.0,19.4,0.0
2024-04-02,25.4,20.0,0.0
2024-04-03,27.9,20.6,0.0
2024-04-04,27.4,20.4,0.0
2024-04-05,27.0,19.0,0.0
2024-04-06,23.5,18.9,0.0
2024-04-07,24.3,18.8,0.0
2024-04-08,24.3,19.2,0.0
2024-04-09,25.3,19.1,0.0
2024-04-10,24.5,18.7,0.0
2024-04-11,26.0,19.1,0.0
2024-04-12,26.8,20.4,0.0
2024-04-13,29.7,21.3,0.0
2024-04-14,33.3,22.1,0.0
2024-04-15,36.4,18.1,0.0
2024-04-16,35.4,22.9,0.0
2024-04-17,31.3,22.9,0.0
2024-04-18,31.8,22.5,0.0
2024-04-19,28.5,22.4,0.0
2024-04-20,27.0,21.6,0.0
2024-04-21,24.8,20.5,0.0
2024-04-22,25.2,19.7,0.0
2024-04-23,25.2,19.8,0.0
2024-04-24,25.9,20.3,0.0
2024-04-25,27.2,20.9,0.0
2024-04-26,29.1,22.1,0.0
2024-04-27,27.3,22.6,0.0
2024-04-28,27.4,22.7,0.0
2024-04-29,28.6,22.6,0.0
2024-04-30,33.4,24.1,0.0
2024-05-01,30.2,23.4,0.0
2024-05-02,28.1,22.1,0.0
2024-05-03,28.3,22.1,0.0
2024-05-04,27.4,22.3,0.0
2024-05-05,27.9,21.8,0.0
2024-05-06,27.9,21.4,0.0
2024-05-07,29.3,20.0,0.0
2024-05-08,28.1,19.8,0.0
2024-05-09,29.6,20.2,0.0
2024-05-10,28.3,21.9,0.0
2024-05-11,27.8,22.0,0.0
2024-05-12,28.4,23.4,0.0
2024-05-13,27.8,20.9,0.0
2024-05-14,27.1,22.3,0.0
2024-05-15,26.0,21.0,0.0
2024-05-16,26.2,21.1,0.0
2024-05-17,26.3,21.1,0.0
2024-05-18,26.8,22.0,0.0
2024-05-19,26.8,22.4,0.0
2024-05-20,27.4,22.7,0.0
2024-05-21,28.0,23.4,0.0
2024-05-22,27.9,23.3,0.0
2024-05-23,26.3,22.2,0.0
2024-05-24,27.1,20.8,0.0
2024-05-25,28.2,22.0,0.0
2024-05-26,30.3,22.4,0.0
2024-05-27,29.4,21.6,0.0
2024-05-28,29.1,23.5,0.0
2024-05-29,27.9,22.3,0.0
2024-05-30,26.1,22.5,0.0
2024-05-31,25.8,22.0,0.0
2024-06-01,25.5,21.6,0.0
2024-06-02,25.8,21.6,0.0
2024-06-03,26.2,21.5,0.0
2024-06-04,26.5,21.9,0.0
2024-06-05,27.0,22.2,0.0
2024-06-06,27.3,22.6,0.0
2024-06-07,27.4,22.7,0.0
2024-06-08,27.3,22.1,0.0
2024-06-09,27.1,22.2,0.0
2024-06-10,29.1,21.8,0.0
2024-06-11,29.0,23.0,0.0
2024-06-12,28.1,23.4,0.0
2024-06-13,27.8,23.8,0.0
2024-06-14,28.3,22.1,0.0
2024-06-15,30.1,23.7,1.4
2024-06-16,28.9,24.3,0.0
2024-06-17,27.6,23.2,0.0
2024-06-18,31.7,23.3,0.2
2024-06-19,28.9,24.1,6.1
2024-06-20,29.3,24.0,0.0
2024-06-21,28.2,23.9,0.0
2024-06-22,29.2,23.0,0.0
2024-06-23,28.3,23.7,0.0
2024-06-24,28.0,23.2,0.0
2024-06-25,27.6,23.3,0.0
2024-06-26,27.3,23.3,0.0
2024-06-27,27.8,23.5,0.0
2024-06-28,30.0,24.0,0.0
2024-06-29,30.0,23.9,0.0
2024-06-30,29.8,24.4,0.0
2024-07-01,30.2,24.6,0.0
2024-07-02,30.2,25.3,0.0
2024-07-03,30.7,25.5,0.9
2024-07-04,28.6,24.7,0.5
2024-07-05,28.5,24.5,0.4
2024-07-06,30.4,25.3,0.0
2024-07-07,30.5,25.5,4.1
2024-07-08,28.7,25.6,1.6
2024-07-09,28.4,24.7,0.0
2024-07-10,29.8,22.7,0.0
2024-07-11,30.8,25.6,0.0
2024-07-12,29.5,26.0,1.4
2024-07-13,28.8,25.6,1.3
2024-07-14,29.6,25.6,0.9
2024-07-15,30.5,26.1,1.2
2024-07-16,30.0,25.8,1.6
2024-07-17,29.2,26.0,0.1
2024-07-18,28.8,25.3,3.0
2024-07-19,31.4,24.8,0.1
2024-07-20,29.8,26.7,2.7
2024-07-21,30.7,25.7,0.0
2024-07-22,32.1,26.8,0.3
2024-07-23,30.7,26.1,3.1
2024-07-24,30.3,25.1,1.9
2024-07-25,29.2,25.1,9.6
2024-07-26,28.2,24.7,7.6
2024-07-27,29.2,25.9,0.1
2024-07-28,29.1,26.0,0.0
2024-07-29,30.3,25.7,0.0
2024-07-30,29.0,25.7,0.6
2024-07-31,29.0,25.7,0.2
2024-08-01,29.7,25.3,0.0
2024-08-02,30.0,25.3,0.1
2024-08-03,30.8,25.8,0.0
2024-08-04,28.2,24.9,18.0
2024-08-05,28.2,24.8,35.2
2024-08-06,29.3,25.1,3.8
2024-08-07,29.6,25.1,5.3
2024-08-08,30.0,25.9,2.7
2024-08-09,29.9,26.5,1.1
2024-08-10,30.0,26.0,0.2
2024-08-11,30.6,26.6,0.2
2024-08-12,31.3,26.5,0.9
2024-08-13,30.1,26.8,1.9
2024-08-14,29.7,26.4,1.0
2024-08-15,29.6,26.5,1.1
2024-08-16,30.1,26.2,3.9
2024-08-17,30.7,26.3,2.2
2024-08-18,30.1,25.9,2.6
2024-08-19,27.9,25.4,17.2
2024-08-20,28.4,24.9,16.7
2024-08-21,28.8,25.3,2.0
2024-08-22,30.0,25.5,0.6
2024-08-23,29.9,26.2,0.0
2024-08-24,28.4,26.9,2.7
2024-08-25,30.3,26.4,2.4
2024-08-26,29.4,25.5,3.7
2024-08-27,30.4,26.9,1.5
2024-08-28,30.4,27.7,1.0
2024-08-29,29.9,27.1,0.6
2024-08-30,30.1,26.4,1.5
2024-08-31,30.0,26.7,2.5
2024-09-01,30.6,26.8,5.5
2024-09-02,30.0,26.6,0.2
2024-09-03,30.3,27.1,1.5
2024-09-04,30.2,26.6,0.2
2024-09-05,29.5,26.7,0.0
2024-09-06,29.5,26.5,0.1
2024-09-07,29.0,26.5,0.3
2024-09-08,29.8,25.5,0.0
2024-09-09,30.3,24.3,12.9
2024-09-10,29.8,24.8,2.8
2024-09-11,29.6,25.4,5.2
2024-09-12,30.5,27.0,0.0
2024-09-13,30.3,26.4,0.0
2024-09-14,30.6,25.7,2.7
2024-09-15,29.3,25.9,0.8
2024-09-16,30.3,25.7,0.7
2024-09-17,27.7,24.0,32.1
2024-09-18,29.3,25.9,0.0
2024-09-19,29.4,26.0,0.0
2024-09-20,29.0,25.7,0.0
2024-09-21,29.4,26.1,0.3
2024-09-22,28.0,24.8,12.4
2024-09-23,29.5,24.8,3.9
2024-09-24,29.3,24.4,4.3
2024-09-25,29.8,24.9,21.2
2024-09-26,26.7,23.9,19.1
2024-09-27,28.7,24.2,1.0
2024-09-28,30.4,25.1,0.0
2024-09-29,29.9,25.6,0.1
2024-09-30,30.7,26.1,0.1
2024-10-01,29.9,26.6,0.0
2024-10-02,29.7,26.3,0.0
2024-10-03,29.5,25.5,0.0
2024-10-04,28.5,25.4,1.5
2024-10-05,30.7,24.1,0.0
2024-10-06,29.6,25.1,0.0
2024-10-07,29.9,26.3,0.0
2024-10-08,30.3,25.4,0.0
2024-10-09,30.7,26.3,2.7
2024-10-10,27.7,24.4,7.3
2024-10-11,29.6,24.8,1.5
2024-10-12,30.0,25.9,0.1
2024-10-13,29.7,26.6,0.0
2024-10-14,29.6,26.4,0.0
2024-10-15,30.3,25.2,0.0
2024-10-16,30.8,26.3,0.1
2024-10-17,31.6,26.2,0.0
2024-10-18,30.9,25.9,0.2
2024-10-19,32.0,24.8,0.0
2024-10-20,31.4,26.2,0.0
2024-10-21,31.8,25.3,0.0
2024-10-22,34.9,25.0,0.0
2024-10-23,32.4,23.5,0.0
2024-10-24,32.5,25.1,0.0
2024-10-25,34.0,24.0,0.0
2024-10-26,36.6,26.0,0.0
2024-10-27,32.1,27.2,0.0
2024-10-28,31.2,26.6,0.0
2024-10-29,31.2,26.2,0.0
2024-10-30,31.2,26.4,0.0
2024-10-31,31.6,26.1,0.0
2024-11-01,31.6,25.8,0.0
2024-11-02,31.0,26.0,0.0
2024-11-03,29.9,25.6,0.0
2024-11-04,29.9,24.7,0.0
2024-11-05,31.2,24.8,0.0
2024-11-06,34.4,23.5,0.0
2024-11-07,34.3,22.2,0.0
2024-11-08,34.8,23.5,0.0
2024-11-09,34.5,22.3,0.0
2024-11-10,35.3,23.3,0.0
2024-11-11,36.7,25.1,0.0
2024-11-12,31.2,25.3,0.0
2024-11-13,29.9,24.5,0.0
2024-11-14,28.7,24.0,0.0
2024-11-15,28.2,24.3,0.0
2024-11-16,28.0,25.1,0.0
2024-11-17,28.3,25.4,0.0
2024-11-18,29.2,26.0,0.0
2024-11-19,30.5,25.5,0.0
2024-11-20,34.0,24.8,0.0
2024-11-21,32.4,25.0,0.0
2024-11-22,32.3,25.2,0.0
2024-11-23,32.4,24.8,0.0
2024-11-24,31.8,24.9,0.0
2024-11-25,30.5,25.6,0.0
2024-11-26,32.3,25.1,0.0
2024-11-27,35.0,23.9,0.0
2024-11-28,34.8,24.5,0.0
2024-11-29,35.1,24.5,0.0
2024-11-30,34.3,23.5,0.0
2024-12-01,32.5,23.8,0.0
2024-12-02,32.5,23.9,0.0
2024-12-03,28.0,24.7,0.0
2024-12-04,26.9,22.6,1.0
2024-12-05,29.8,24.7,0.3
2024-12-06,27.7,24.3,0.0
2024-12-07,30.5,21.3,0.0
2024-12-08,32.7,21.9,0.0
2024-12-09,32.4,21.9,0.0
2024-12-10,28.9,23.5,0.0
2024-12-11,26.8,22.8,0.0
2024-12-12,27.1,23.0,0.0
